Date : 2024-02-14 14:47:53
Directory : /Users/stmoerman/Developer/Business/Bakklog/cal.com
Total : 4223 files,  291311 codes, 14860 comments, 32376 blanks, all 338547 lines

Languages
+-----------------------+------------+------------+------------+------------+------------+
| language              | files      | code       | comment    | blank      | total      |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/get.schema.ts                                                           | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/getByViewer.handler.ts                                                  | TypeScript            |        294 |          9 |         30 |        333 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/getByViewer.schema.ts                                                   | TypeScript            |         12 |          1 |          4 |         17 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/list.handler.ts                                                         | TypeScript            |         30 |          0 |          4 |         34 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/list.schema.ts                                                          | TypeScript            |          1 |          0 |          1 |          2 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/listWithTeam.handler.ts                                                 | TypeScript            |         36 |          0 |          4 |         40 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/listWithTeam.schema.ts                                                  | TypeScript            |          1 |          0 |          1 |          2 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/procedures/get.ts                                                       | TypeScript            |          9 |          0 |          3 |         12 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/types.ts                                                                | TypeScript            |         60 |          2 |          4 |         66 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/update.handler.ts                                                       | TypeScript            |        320 |         17 |         32 |        369 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/update.schema.ts                                                        | TypeScript            |          4 |          0 |          4 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/eventTypes/util.ts                                                                 | TypeScript            |        129 |          1 |         19 |        149 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/googleWorkspace/_router.tsx                                                        | TypeScript JSX        |         49 |          3 |         10 |         62 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/googleWorkspace/googleWorkspace.handler.ts                                         | TypeScript            |         59 |          4 |         17 |         80 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/oAuth/_router.tsx                                                                  | TypeScript JSX        |         53 |          3 |         13 |         69 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/oAuth/addClient.handler.ts                                                         | TypeScript            |         27 |          1 |         11 |         39 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/oAuth/addClient.schema.ts                                                          | TypeScript            |          7 |          0 |          3 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/oAuth/generateAuthCode.handler.ts                                                  | TypeScript            |         68 |          0 |         11 |         79 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/oAuth/generateAuthCode.schema.ts                                                   | TypeScript            |          7 |          0 |          3 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/oAuth/getClient.handler.ts                                                         | TypeScript            |         20 |          0 |          5 |         25 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/oAuth/getClient.schema.ts                                                          | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/_router.tsx                                                          | TypeScript JSX        |        139 |          0 |          6 |        145 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/addBulkTeams.handler.ts                                              | TypeScript            |         69 |          7 |         15 |         91 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/addBulkTeams.schema.ts                                               | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminDelete.handler.ts                                               | TypeScript            |         67 |          1 |         13 |         81 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminDelete.schema.ts                                                | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminGet.handler.ts                                                  | TypeScript            |         53 |          0 |          7 |         60 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminGet.schema.ts                                                   | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminGetAll.handler.ts                                               | TypeScript            |         44 |          0 |          6 |         50 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminUpdate.handler.ts                                               | TypeScript            |         75 |          5 |         15 |         95 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminUpdate.schema.ts                                                | TypeScript            |          9 |          0 |          4 |         13 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminVerify.handler.ts                                               | TypeScript            |        117 |          0 |         16 |        133 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/adminVerify.schema.ts                                                | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/bulkDeleteUsers.handler.ts                                           | TypeScript            |         54 |          6 |         13 |         73 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/bulkDeleteUsers.schema..ts                                           | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/checkIfOrgNeedsUpgrade.handler.ts                                    | TypeScript            |         35 |          2 |          8 |         45 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/create.handler.ts                                                    | TypeScript            |        154 |          8 |         27 |        189 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/create.schema.ts                                                     | TypeScript            |         11 |          0 |          4 |         15 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/createTeams.handler.ts                                               | TypeScript            |        110 |          4 |         27 |        141 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/createTeams.schema.ts                                                | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/deleteTeam.handler.ts                                                | TypeScript            |         18 |          1 |          6 |         25 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/deleteTeam.schema.ts                                                 | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/getBrand.handler.ts                                                  | TypeScript            |         13 |          0 |          6 |         19 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/getMembers.handler.ts                                                | TypeScript            |         66 |          0 |          9 |         75 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/getMembers.schema.ts                                                 | TypeScript            |          7 |          0 |          3 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/getOtherTeam.handler.ts                                              | TypeScript            |         45 |          1 |         11 |         57 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/getTeams.handler.ts                                                  | TypeScript            |         26 |          1 |         10 |         37 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/getUser.handler.ts                                                   | TypeScript            |         75 |          3 |         12 |         90 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/getUser.schema.ts                                                    | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/list.handler.ts                                                      | TypeScript            |         42 |          1 |          9 |         52 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/listMembers.handler.ts                                               | TypeScript            |         97 |          1 |         13 |        111 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/listMembers.schema.ts                                                | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/listOtherTeamMembers.handler.ts                                      | TypeScript            |        112 |          2 |         15 |        129 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/listOtherTeams.handler.ts                                            | TypeScript            |         24 |          0 |          6 |         30 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/publish.handler.ts                                                   | TypeScript            |         69 |          2 |         16 |         87 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/setPassword.handler.ts                                               | TypeScript            |         48 |          0 |         13 |         61 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/setPassword.schema.ts                                                | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/update.handler.ts                                                    | TypeScript            |         84 |          5 |         18 |        107 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/update.schema.ts                                                     | TypeScript            |         33 |          0 |          4 |         37 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/updateUser.handler.ts                                                | TypeScript            |        107 |          5 |         18 |        130 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/updateUser.schema.ts                                                 | TypeScript            |         11 |          0 |          3 |         14 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/organizations/verifyCode.handler.ts                                                | TypeScript            |         38 |          0 |         14 |         52 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/payments.tsx                                                                       | TypeScript JSX        |        131 |          0 |         27 |        158 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/payments/_router.ts                                                                | TypeScript            |         23 |          1 |          6 |         30 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/payments/chargeCard.handler.ts                                                     | TypeScript            |        103 |          1 |         21 |        125 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/payments/chargeCard.schema.ts                                                      | TypeScript            |          4 |          0 |          4 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/payments/type.ts                                                                   | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/_router.tsx                                                                  | TypeScript JSX        |         51 |          4 |          9 |         64 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/getSchedule.handler.ts                                                       | TypeScript            |         13 |          0 |          5 |         18 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/getSchedule.schema.ts                                                        | TypeScript            |          4 |          0 |          4 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/removeSelectedSlot.schema.ts                                                 | TypeScript            |          4 |          0 |          4 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/reserveSlot.handler.ts                                                       | TypeScript            |         81 |          3 |          9 |         93 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/reserveSlot.schema.ts                                                        | TypeScript            |          4 |          0 |          4 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/types.ts                                                                     | TypeScript            |         48 |         11 |          5 |         64 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/slots/util.ts                                                                      | TypeScript            |        599 |         17 |         57 |        673 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/_router.tsx                                                                    | TypeScript JSX        |         65 |          8 |         15 |         88 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/delete.handler.ts                                                              | TypeScript            |         31 |          0 |          9 |         40 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/delete.schema.ts                                                               | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/get.handler.ts                                                                 | TypeScript            |         49 |          1 |         13 |         63 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/get.schema.ts                                                                  | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/update.handler.ts                                                              | TypeScript            |         34 |          0 |          9 |         43 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/update.schema.ts                                                               | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/updateOIDC.handler.ts                                                          | TypeScript            |         36 |          0 |          9 |         45 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/sso/updateOIDC.schema.ts                                                           | TypeScript            |          8 |          0 |          3 |         11 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/_router.tsx                                                                  | TypeScript JSX        |        150 |          5 |          3 |        158 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/acceptOrLeave.handler.ts                                                     | TypeScript            |         81 |          2 |         11 |         94 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/acceptOrLeave.schema.ts                                                      | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/changeMemberRole.handler.ts                                                  | TypeScript            |         62 |          2 |         12 |         76 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/changeMemberRole.schema.ts                                                   | TypeScript            |          8 |          0 |          4 |         12 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/create.handler.ts                                                            | TypeScript            |        109 |          5 |         20 |        134 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/create.schema.ts                                                             | TypeScript            |         12 |          0 |          4 |         16 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/createInvite.handler.ts                                                      | TypeScript            |         49 |          0 |         11 |         60 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/createInvite.schema.ts                                                       | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/delete.handler.ts                                                            | TypeScript            |         34 |          2 |         12 |         48 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/delete.schema.ts                                                             | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/deleteInvite.handler.ts                                                      | TypeScript            |         28 |          0 |          8 |         36 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/deleteInvite.schema.ts                                                       | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/get.handler.ts                                                               | TypeScript            |         36 |          0 |         10 |         46 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/get.schema.ts                                                                | TypeScript            |          7 |          0 |          3 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/getMemberAvailability.handler.ts                                             | TypeScript            |         45 |          2 |          8 |         55 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/getMemberAvailability.schema.ts                                              | TypeScript            |          9 |          0 |          3 |         12 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/getMembershipbyUser.handler.ts                                               | TypeScript            |         27 |          0 |          7 |         34 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/getMembershipbyUser.schema.ts                                                | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/getUpgradeable.handler.ts                                                    | TypeScript            |         40 |          2 |          6 |         48 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/getUpgradeable.schema.ts                                                     | TypeScript            |          1 |          0 |          1 |          2 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/hasEditPermissionForUser.handler.ts                                          | TypeScript            |         16 |          1 |          5 |         22 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/hasEditPermissionForUser.schema.ts                                           | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/hasTeamPlan.handler.ts                                                       | TypeScript            |         23 |          0 |          5 |         28 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/hasTeamPlan.schema.ts                                                        | TypeScript            |          1 |          0 |          1 |          2 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.handler.ts                                         | TypeScript            |        280 |          8 |         28 |        316 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/inviteMember/inviteMember.schema.ts                                          | TypeScript            |         38 |          0 |          4 |         42 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/inviteMember/inviteMemberUtils.test.ts                                       | TypeScript            |        419 |          0 |         33 |        452 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/inviteMember/types.ts                                                        | TypeScript            |         12 |          0 |          4 |         16 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/inviteMember/utils.ts                                                        | TypeScript            |        527 |         25 |         56 |        608 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/inviteMemberByToken.handler.ts                                               | TypeScript            |         58 |          0 |         11 |         69 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/inviteMemberByToken.schema.ts                                                | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/list.handler.ts                                                              | TypeScript            |         40 |          5 |          6 |         51 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/list.schema.ts                                                               | TypeScript            |          7 |          0 |          3 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/listInvites.handler.ts                                                       | TypeScript            |         19 |          0 |          4 |         23 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/listInvites.schema.ts                                                        | TypeScript            |          1 |          0 |          1 |          2 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/listMembers.handler.ts                                                       | TypeScript            |         54 |          1 |          7 |         62 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/listMembers.schema.ts                                                        | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/listOwnedTeams.handler.ts                                                    | TypeScript            |         36 |          0 |          5 |         41 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/procedures/hasTeamPlan.ts                                                    | TypeScript            |          8 |          0 |          3 |         11 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/publish.handler.ts                                                           | TypeScript            |        128 |          3 |         31 |        162 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/publish.schema.ts                                                            | TypeScript            |          5 |          0 |          3 |          8 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/removeMember.handler.ts                                                      | TypeScript            |        116 |          6 |         22 |        144 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/removeMember.schema.ts                                                       | TypeScript            |          7 |          0 |          3 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/resendInvitation.handler.ts                                                  | TypeScript            |         52 |          1 |         12 |         65 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/resendInvitation.schema.ts                                                   | TypeScript            |          8 |          0 |          3 |         11 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/setInviteExpiration.handler.ts                                               | TypeScript            |         37 |          0 |          9 |         46 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/setInviteExpiration.schema.ts                                                | TypeScript            |          6 |          0 |          3 |          9 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/update.handler.ts                                                            | TypeScript            |         81 |          4 |         17 |        102 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/update.schema.ts                                                             | TypeScript            |         19 |          0 |          4 |         23 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/updateMembership.handler.ts                                                  | TypeScript            |         30 |          0 |          7 |         37 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/updateMembership.schema.ts                                                   | TypeScript            |          7 |          0 |          3 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/teams/util.ts                                                                      | TypeScript            |          1 |          0 |          1 |          2 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/_router.tsx                                                                | TypeScript JSX        |        107 |          7 |         24 |        138 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/create.handler.ts                                                          | TypeScript            |         27 |          0 |          6 |         33 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/create.schema.ts                                                           | TypeScript            |         14 |          0 |          5 |         19 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/delete.handler.ts                                                          | TypeScript            |         37 |          0 |          9 |         46 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/delete.schema.ts                                                           | TypeScript            |          8 |          0 |          4 |         12 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/edit.handler.ts                                                            | TypeScript            |         26 |          0 |          6 |         32 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/edit.schema.ts                                                             | TypeScript            |         14 |          0 |          5 |         19 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/get.handler.ts                                                             | TypeScript            |         26 |          0 |          4 |         30 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/get.schema.ts                                                              | TypeScript            |          6 |          0 |          4 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/getByViewer.handler.ts                                                     | TypeScript            |        142 |          1 |         16 |        159 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/getByViewer.schema.ts                                                      | TypeScript            |          1 |          0 |          1 |          2 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/list.handler.ts                                                            | TypeScript            |         38 |          1 |          9 |         48 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/list.schema.ts                                                             | TypeScript            |         12 |          0 |          5 |         17 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/testTrigger.handler.ts                                                     | TypeScript            |         48 |          0 |          6 |         54 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/testTrigger.schema.ts                                                      | TypeScript            |          9 |          0 |          4 |         13 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/types.ts                                                                   | TypeScript            |          6 |          2 |          2 |         10 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/webhook/util.ts                                                                    | TypeScript            |        134 |          3 |         16 |        153 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/workflows/_router.tsx                                                              | TypeScript JSX        |        173 |         11 |         35 |        219 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/workflows/activateEventType.handler.ts                                             | TypeScript            |        252 |          5 |         19 |        276 |
| /Users/stmoerman/Developer/Business/Bakklog/cal.com/packages/trpc/server/routers/viewer/workflows/activateEventType.schema.ts                                              | TypeScript            |          6 |          0 |          3 |          9 |
